bedrooms,bathrooms,land_area,price_per_m2,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,population,median_price_per_m2,mean_price_per_m2,max_price_per_m2,min_price_per_m2,category_name_Condo,category_name_Land/Development,category_name_Villa,price
4,5,78,3648,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,285000
1,1,59,3648,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,218800
0,0,246,3658,3,13,24,59,4,26,23,82,1,0,5,26,1,6,8,0,1,2,3,34,5,19,27,7,9,24,1,5,20,34,14,25,41,7,8,0,0,2,3,1,6,8,22,2,9,15,2,9,0,1,2,6,31,3626,1376,1427,3658,203,0,0,0,900000
0,0,601,3660,7,36,54,93,10,37,49,76,6,28,50,29,4,21,70,4,7,17,38,42,29,17,50,16,22,41,3,18,21,40,19,34,23,9,19,0,2,19,98,1,16,36,51,3,8,17,12,9,2,2,28,74,82,15107,1424,2284,6370,35,0,1,0,2200000
3,2,119,3661,19,36,51,63,4,13,41,78,9,50,28,12,52,16,6,0,14,38,24,29,16,18,39,10,17,34,2,14,13,38,11,12,55,9,11,13,73,19,3,14,36,14,22,1,1,14,9,3,6,20,86,43,24,20064,3443,3099,4080,1953,1,0,0,436400
5,6,98,3663,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,360000
0,0,15,3666,0,1,0,14,0,2,0,23,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,1339,2400,2763,3666,2224,0,1,0,55000
0,0,1200,3666,16,30,43,104,8,38,40,76,6,21,54,31,4,26,63,3,7,13,43,42,24,11,60,15,26,39,12,10,24,38,23,32,28,6,23,1,4,31,83,5,16,29,53,4,6,16,10,11,2,4,25,76,81,15107,1424,2284,6370,35,0,1,0,4400000
0,0,89,3671,12,33,50,60,1,9,54,56,13,31,42,24,28,39,13,2,6,32,27,34,15,18,27,15,17,30,4,13,14,28,11,10,55,11,12,7,32,65,5,11,24,31,20,1,2,15,12,3,2,13,39,89,34,7658,2530,2764,8500,31,0,0,0,326745
4,3,64,3671,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,0,235000
4,5,64,3671,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,235000
3,3,369,3672,11,31,35,80,14,8,32,71,10,38,35,19,26,16,7,6,13,21,34,34,7,26,57,18,16,37,4,6,16,35,12,22,54,4,22,40,34,17,9,11,25,25,33,1,4,10,9,4,17,49,55,33,31,16252,2131,2596,8870,66,1,0,0,1355000
0,0,500,3700,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,1,0,1850000
7,9,537,3702,0,4,6,38,0,2,3,52,0,0,1,0,0,0,4,0,0,0,0,5,0,0,17,1,3,15,0,1,1,15,0,0,3,0,12,0,0,1,5,0,0,1,14,2,1,17,1,3,0,0,1,0,8,2745,2777,2314,3702,279,0,0,1,1990000
5,6,324,3703,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,1200000
6,6,135,3703,15,35,32,83,15,24,23,71,6,21,51,36,10,22,53,3,3,25,26,43,23,15,29,10,28,24,7,9,20,37,10,16,60,5,19,2,16,16,81,6,22,20,35,2,4,22,7,10,2,8,21,45,99,23239,2343,2717,6465,30,0,0,0,500000
4,4,135,3703,18,47,44,67,7,33,29,76,6,52,35,17,10,60,15,5,14,20,36,29,31,14,32,31,14,23,5,17,21,35,15,22,58,9,13,10,23,71,15,11,31,31,22,3,0,22,9,4,3,11,52,76,39,23239,2343,2717,6465,30,0,0,0,500000
1,1,620,3709,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,1,2300000
4,5,96,3710,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,0,359000
7,9,1400,3713,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,1,5199000
7,9,1400,3713,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,1,5199000
5,3,242,3719,20,49,52,57,9,31,37,71,28,52,18,8,41,37,7,7,14,38,29,21,34,14,35,25,19,27,5,18,19,39,16,34,48,11,11,13,53,50,3,16,35,22,21,1,0,18,4,4,4,26,73,61,20,23250,2250,2488,5312,220,0,0,1,900000
4,5,103,3719,5,17,33,87,5,16,34,61,0,3,13,88,2,6,56,0,0,6,22,54,11,18,35,10,8,41,2,6,20,38,6,11,60,8,17,1,5,6,66,4,7,14,54,1,5,19,2,18,0,3,5,17,105,24762,1811,2150,6400,446,0,0,0,385000
5,6,67,3720,5,17,33,87,5,16,34,61,0,3,13,88,2,6,56,0,0,6,22,54,11,18,35,10,8,41,2,6,20,38,6,11,60,8,17,1,5,6,66,4,7,14,54,1,5,19,2,18,0,3,5,17,105,24762,1811,2150,6400,446,0,0,0,250000
1,1,86,3720,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,320000
2,2,118,3723,14,45,30,76,5,26,24,72,4,30,47,25,16,38,29,0,9,26,29,37,24,12,28,14,22,26,3,12,18,33,13,13,57,8,13,11,20,40,48,9,30,23,26,1,2,24,10,5,2,8,35,62,69,13796,2708,2727,6000,106,1,0,0,442300
2,2,118,3723,12,34,44,64,3,10,47,59,10,27,45,25,17,48,13,2,5,28,30,36,14,18,25,17,16,28,3,13,14,28,11,10,53,13,12,11,19,75,9,9,23,34,19,1,2,16,12,3,2,13,29,84,47,7658,2530,2764,8500,31,1,0,0,442300
2,2,109,3723,11,28,49,64,0,13,41,60,9,20,44,34,17,48,12,2,5,22,35,34,17,18,22,17,16,28,1,14,14,25,6,12,47,13,12,10,18,76,13,8,20,38,18,1,2,13,10,5,1,13,23,85,51,7658,2530,2764,8500,31,1,0,0,409217
2,2,109,3723,17,48,31,78,4,28,27,76,6,43,37,23,15,48,20,1,12,26,35,28,29,10,32,21,16,30,3,14,17,36,15,12,60,8,14,13,19,58,30,11,30,27,22,3,0,24,11,4,4,8,37,77,53,23239,2343,2717,6465,30,1,0,0,409217
1,2,115,3739,11,37,39,66,3,14,38,60,10,19,44,36,16,46,18,2,3,25,33,35,18,14,23,15,19,28,2,12,17,24,9,11,51,12,12,9,18,60,31,5,26,33,21,1,2,16,10,6,3,8,20,77,66,13796,2708,2727,6000,106,1,0,0,430000
5,6,72,3750,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,0,0,270000
4,4,80,3750,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,300000
7,6,72,3750,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,270000
4,5,64,3750,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,240000
10,14,100,3750,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,375000
4,5,80,3750,17,36,33,80,8,28,23,69,7,24,53,30,8,33,42,2,6,25,31,37,27,12,28,16,22,25,6,9,18,39,9,18,57,5,18,1,20,30,64,4,25,24,31,2,4,22,5,11,1,10,22,59,83,23239,2343,2717,6465,30,0,0,0,300000
4,5,68,3750,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,255000
6,7,64,3750,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,0,240000
3,3,120,3750,10,42,44,78,11,28,34,73,6,43,42,20,6,44,37,6,11,21,35,30,29,20,31,18,27,24,2,21,18,37,13,24,61,8,12,5,24,36,54,7,27,30,32,3,2,18,9,5,2,6,44,61,68,23239,2343,2717,6465,30,1,0,0,450000
3,2,96,3750,11,54,61,52,6,34,44,72,24,52,21,5,27,55,12,3,12,41,39,15,25,39,28,22,27,22,6,19,22,34,39,33,30,13,10,2,29,86,3,8,35,33,26,1,1,22,7,3,7,10,79,75,16,25191,1697,1910,3750,476,0,0,0,360000
4,5,64,3750,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,240000
0,0,253,3754,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,950000
10,12,228,3758,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,0,0,0,860000
1,1,55,3765,22,47,38,74,7,29,27,82,10,48,32,18,18,52,13,1,17,28,31,26,24,10,36,30,10,26,4,16,20,35,14,14,60,8,15,12,22,77,8,13,28,25,24,2,0,22,9,4,4,13,48,84,30,18149,2485,2756,6300,100,1,0,0,210000
0,0,398,3768,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,1,0,1500000
0,0,1308,3780,12,24,40,103,16,25,53,76,2,11,34,63,5,12,75,2,4,17,17,66,18,14,57,9,24,43,5,11,21,42,29,16,35,4,25,2,0,8,108,2,14,14,67,3,9,15,11,14,1,4,14,43,121,13220,2248,2521,6333,905,0,1,0,4944240
0,0,1308,3780,12,24,40,103,16,25,53,76,2,11,34,63,5,12,75,2,4,17,17,66,18,14,57,9,24,43,5,11,21,42,29,16,35,4,25,2,0,8,108,2,14,14,67,3,9,15,11,14,1,4,14,43,121,13220,2248,2521,6333,905,0,1,0,4944240
5,6,74,3783,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,280000
2,1,74,3783,9,27,38,90,9,18,28,78,3,17,52,41,5,14,69,2,4,22,20,50,18,23,30,5,30,27,3,16,17,40,6,21,68,5,17,3,7,20,87,7,12,26,44,2,6,17,11,11,3,4,19,42,106,27697,1442,2016,4687,212,0,0,0,280000
3,4,210,3785,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,795000
5,6,92,3787,1,5,5,44,1,4,6,27,0,0,0,10,0,0,17,0,0,0,2,18,1,4,16,3,3,18,0,2,2,6,2,1,10,2,5,0,0,0,21,0,0,0,16,1,5,7,1,4,0,0,1,2,42,1971,2738,2738,3787,1689,0,0,0,350000
6,4,92,3787,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,350000
3,5,92,3787,4,10,27,79,8,12,41,93,0,3,4,55,2,2,17,0,0,2,13,39,6,9,52,4,9,38,6,9,18,48,17,35,39,9,15,0,0,0,12,3,2,9,41,4,5,24,0,14,1,0,2,9,47,11748,1576,2128,3787,233,0,0,0,350000
5,6,528,3787,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,1,2000000
4,5,66,3787,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,250000
10,8,87,3793,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,0,330000
4,5,67,3794,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,255000
0,0,2240,3794,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,0,0,8500000
4,5,1002,3800,5,17,33,87,5,16,34,61,0,3,13,88,2,6,56,0,0,6,22,54,11,18,35,10,8,41,2,6,20,38,6,11,60,8,17,1,5,6,66,4,7,14,54,1,5,19,2,18,0,3,5,17,105,24762,1811,2150,6400,446,0,1,0,3807600
2,3,100,3800,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,380000
4,5,287,3800,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,1093830
3,4,237,3800,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,902728
6,8,629,3800,11,37,39,66,3,14,38,60,10,19,44,36,16,46,18,2,3,25,33,35,18,14,23,15,19,28,2,12,17,24,9,11,51,12,12,9,18,60,31,5,26,33,21,1,2,16,10,6,3,8,20,77,66,13796,2708,2727,6000,106,0,0,1,2390200
3,2,92,3804,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,350000
1,1,84,3809,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,320000
6,9,367,3809,2,11,23,56,8,12,27,77,0,1,1,24,2,3,10,0,0,3,4,28,3,18,28,2,8,25,0,4,11,37,5,24,52,4,11,0,0,2,3,0,5,10,18,7,6,14,1,5,0,0,4,3,27,4621,2153,2228,4000,633,0,0,1,1400000
1,1,42,3809,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,160000
4,5,58,3826,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,0,225000
4,5,58,3826,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,0,225000
1,1,60,3833,14,50,27,76,3,25,27,74,6,31,45,23,15,47,19,0,8,28,31,35,23,12,27,20,17,26,2,13,17,33,12,12,58,7,14,11,20,56,31,12,26,28,24,1,2,22,12,4,4,7,38,70,58,13796,2708,2727,6000,106,1,0,0,230000
6,9,388,3835,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,1,1490000
5,6,75,3835,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,0,0,0,290000
6,7,391,3836,5,17,33,87,5,16,34,61,0,3,13,88,2,6,56,0,0,6,22,54,11,18,35,10,8,41,2,6,20,38,6,11,60,8,17,1,5,6,66,4,7,14,54,1,5,19,2,18,0,3,5,17,105,24762,1811,2150,6400,446,0,0,1,1500000
4,3,195,3846,18,29,53,67,2,8,47,72,15,36,37,17,44,25,6,1,14,33,24,33,12,22,32,16,18,35,3,13,13,38,13,12,55,9,13,12,42,51,5,14,32,19,23,1,1,15,13,3,5,12,68,63,32,7658,2530,2764,8500,31,0,0,0,750000
30,30,650,3846,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,2500000
5,6,88,3852,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,339000
5,4,96,3854,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,0,370000
5,6,96,3854,4,5,27,82,4,17,28,70,0,1,7,71,0,0,20,0,0,1,10,45,3,14,44,5,11,29,2,7,15,39,5,6,79,6,18,0,0,4,26,1,3,14,38,10,2,20,1,16,0,0,2,10,58,26248,1984,2245,3854,1158,0,0,1,370000
5,6,70,3857,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,270000
0,0,829,3860,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,1,0,3200000
0,0,56,3860,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,220000
5,6,98,3861,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,0,0,380000
4,3,116,3866,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,450000
0,0,680,3866,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,1,0,2629550
4,4,77,3886,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,300000
4,5,72,3887,1,13,32,86,2,30,26,64,0,3,6,87,0,2,37,0,0,1,20,47,11,13,44,9,13,37,2,8,19,38,8,11,68,7,13,0,1,5,34,0,8,9,53,6,10,14,3,16,0,0,7,6,81,16637,1813,2211,6118,622,0,0,0,279900
5,6,90,3888,2,2,2,42,2,9,6,42,0,0,0,5,0,0,2,0,0,0,0,6,0,0,15,1,1,17,1,0,5,21,1,1,11,1,10,0,0,0,7,1,0,0,13,5,9,24,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,0,0,350000
4,5,72,3888,4,7,16,82,2,8,24,52,0,0,1,58,2,2,19,0,0,1,4,43,3,13,40,6,7,32,0,6,8,26,1,2,24,5,16,1,1,4,28,0,3,7,39,3,3,17,2,9,0,0,2,7,47,22376,1421,1903,3888,1069,0,0,1,280000
4,4,126,3888,3,9,21,61,4,18,23,78,0,1,1,17,3,2,10,0,0,2,4,27,2,17,29,2,8,22,0,4,12,32,5,22,52,4,11,0,0,2,0,0,5,10,17,7,7,12,1,4,0,0,3,3,22,4621,2153,2228,4000,633,0,0,0,490000
6,6,500,3900,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,1,1950000
0,0,410,3902,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,1600000
4,5,105,3904,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,410000
0,2,64,3906,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,250000
4,6,64,3906,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,250000
