n_university_in_1km_to_2km,near_AEON_Mall_2_in_km,n_hospital_in_3km_to_5km,n_atm_in_1km,n_hotel_in_1km_to_2km,n_university_in_2km_to_3km,near_Phnom_Penh_Airport_in_km,n_borey_5km,n_cafe_5km,n_cafe_in_1km,address_line_2,n_bank_in_1km,n_university_in_3km_to_5km,n_hotel_in_1km,n_university_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,near_Koh_Pich_in_km,n_hotel_in_2km_to_3km,n_hospital_in_2km_to_3km,near_AEON_Mall_3_in_km,n_hospital_in_1km,price_per_m2
0,13,0,0,0,0,10,2,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,21,0,110.42
0,7,2,0,1,0,0,19,32,0,-1,0,10,2,0,0,0,-1,0,12,2,0,11,0,2095.76
0,9,0,0,1,0,16,5,4,1,-1,0,0,0,0,0,0,-1,0,14,0,0,21,0,787.19
4,1,75,8,4,40,7,26,133,3,-1,4,45,0,3,3,0,-1,1,7,5,4,12,0,2621.75
0,21,0,0,0,0,22,0,0,0,-1,0,0,0,0,0,0,-1,0,13,0,0,12,0,309.14
0,7,0,0,1,1,14,8,12,0,-1,0,2,0,0,0,0,-1,0,10,0,0,18,0,206.82
0,8,0,0,0,0,13,2,7,1,-1,0,0,0,0,0,0,-1,0,16,0,0,21,0,272.99
0,11,0,0,0,1,4,8,7,0,-1,0,0,0,0,0,0,-1,0,15,1,0,13,0,1622.04
0,12,0,0,0,0,6,5,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,16,0,192.53
0,14,0,0,0,0,6,4,7,0,-1,0,1,0,0,0,0,-1,0,17,0,0,13,0,926.33
0,5,0,0,0,0,8,8,8,0,-1,0,0,0,0,0,0,-1,0,14,0,0,17,0,941.66
0,10,0,0,0,0,7,4,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,19,0,164.74
3,2,45,0,0,5,9,22,102,1,-1,0,58,0,1,2,0,-1,0,7,3,0,13,0,2200.44
0,14,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,109.86
0,17,0,0,0,0,15,10,13,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,246.89
0,16,0,0,0,0,9,1,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,14,0,172.3
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,15,0,148.3
0,6,72,8,27,9,11,10,127,1,-1,0,46,0,1,2,0,-1,1,3,36,22,11,1,2455.8
0,15,0,0,0,0,8,1,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,15,0,179.84
0,9,0,0,0,0,6,8,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,480.59
0,14,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,23,0,230.07
0,17,0,0,0,0,11,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,226.38
0,12,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,23,0,230.73
0,14,0,0,0,0,7,16,3,0,-1,0,0,0,0,0,0,-1,0,13,0,0,8,0,450.8
0,10,0,0,0,0,17,3,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,23,0,576.82
0,17,0,0,0,0,18,2,7,0,-1,0,0,0,0,0,0,-1,0,9,0,0,7,0,365.13
48,4,22,12,3,32,6,29,184,3,-1,4,23,0,9,8,0,-1,2,4,22,48,8,3,3865.21
5,2,14,0,2,19,5,27,87,4,-1,0,54,1,0,3,0,-1,0,9,1,0,12,0,2895.08
0,13,1,0,0,0,14,16,31,1,-1,0,2,0,0,0,0,-1,0,4,0,1,6,0,654.29
0,19,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,17,0,154.88
0,16,0,0,0,0,18,6,1,0,-1,0,1,0,0,0,0,-1,0,8,0,0,9,0,393.83
1,9,67,0,5,5,11,19,115,3,-1,0,19,0,0,1,0,-1,2,1,10,14,6,0,1996.92
0,11,20,0,0,0,12,17,79,1,-1,0,8,0,0,2,0,-1,0,3,3,1,5,1,1654.23
1,2,0,0,0,0,9,25,46,3,-1,0,8,0,0,0,0,-1,0,10,0,0,15,0,1337.69
0,14,0,0,0,0,9,24,8,0,-1,0,0,0,0,0,0,-1,0,12,0,0,5,0,259.56
0,13,0,0,0,0,7,3,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,17,0,146.01
0,19,0,0,0,0,19,0,2,0,-1,0,0,0,0,0,0,-1,0,11,0,0,9,0,355.35
0,16,0,0,0,0,9,5,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,12,0,1213.41
0,18,0,0,0,0,12,5,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,218.32
0,13,0,0,0,0,9,25,12,1,-1,0,1,0,0,0,0,-1,0,10,0,0,3,0,281.52
0,12,0,0,0,0,6,22,6,0,-1,0,1,0,0,0,0,-1,0,13,1,0,9,0,422.21
23,3,43,16,5,24,6,26,189,8,-1,4,28,1,17,9,4,-1,3,5,14,46,9,4,3952.6
0,10,1,0,0,0,4,33,20,0,-1,0,3,0,0,0,0,-1,0,10,1,0,7,0,1590.61
0,11,0,0,0,1,4,8,6,0,-1,0,0,0,0,0,0,-1,0,15,0,0,13,0,1272.26
0,8,7,0,1,4,3,35,44,1,-1,0,25,0,0,0,0,-1,2,8,3,1,7,0,2639.67
0,11,1,0,0,0,5,33,20,0,-1,0,3,0,0,0,0,-1,0,10,0,0,6,0,1703.54
0,19,0,0,0,0,16,8,2,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,194.63
0,13,0,0,0,0,17,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,26,0,285.99
0,14,0,0,0,0,8,20,5,0,-1,0,0,0,0,0,0,-1,0,12,0,0,6,0,257.18
0,10,38,4,2,1,10,17,96,3,-1,0,15,0,0,0,0,-1,0,4,2,0,4,0,2213.89
0,11,0,0,0,0,5,5,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,16,0,401.86
0,11,0,0,0,0,15,1,3,0,-1,0,0,0,0,0,0,-1,0,19,0,0,24,0,230.65
0,10,3,0,0,0,8,35,44,0,-1,0,11,0,1,0,0,-1,0,7,0,0,2,0,1645.88
0,19,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,225.45
0,19,0,0,0,0,16,8,2,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,194.08
0,8,1,0,2,1,1,17,26,0,-1,0,5,1,0,0,0,-1,0,12,2,0,11,0,1761.77
0,7,41,0,0,1,13,7,53,0,-1,0,14,0,0,0,0,-1,0,5,0,1,13,0,1982.15
0,20,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,18,0,48.2
0,10,0,0,0,0,14,1,4,0,-1,0,0,0,0,0,0,-1,0,18,0,0,23,0,225.53
0,18,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,121.77
12,7,18,52,49,12,10,16,173,19,-1,6,54,10,0,11,20,-1,13,1,19,36,7,14,6245.6
1,12,1,0,0,0,15,13,19,0,-1,0,1,0,0,0,0,-1,0,4,0,1,9,0,956.05
0,19,0,0,0,0,19,0,2,0,-1,0,0,0,0,0,0,-1,0,10,0,0,8,0,363.81
0,17,0,0,0,0,12,1,0,0,-1,0,0,0,0,0,0,-1,0,24,0,0,23,0,88.78
1,11,0,0,0,0,9,30,32,0,-1,0,2,0,0,0,0,-1,0,7,0,0,1,0,1251.3
0,13,0,0,0,0,6,15,4,0,-1,0,1,0,0,0,0,-1,0,14,0,0,9,0,357.04
1,7,14,0,3,12,3,36,71,4,-1,0,51,0,0,0,0,-1,2,8,2,0,7,0,2519.1
0,17,0,0,0,0,10,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,16,0,152.14
0,5,0,0,0,2,12,14,28,1,-1,0,2,0,0,0,0,-1,0,9,0,0,16,0,664.81
0,10,0,0,0,0,6,5,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,17,0,99.63
0,11,0,0,0,0,18,4,1,0,-1,0,0,0,0,0,0,-1,0,15,0,0,23,0,661.8
0,15,2,0,0,0,17,12,9,0,-1,0,1,0,0,0,0,-1,0,7,0,0,8,0,516.13
0,3,0,0,0,0,8,18,29,1,-1,0,2,0,0,0,0,-1,0,12,0,0,16,0,1183.91
2,0,27,0,2,27,6,28,97,4,-1,4,55,1,0,1,4,-1,0,8,5,2,12,0,3027.24
0,4,0,0,0,0,10,17,24,0,-1,0,2,0,0,0,0,-1,0,12,0,0,17,0,1218.52
0,10,0,0,0,0,7,5,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,18,0,377.39
0,11,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,21,0,280.68
0,8,0,0,0,0,15,4,5,0,-1,0,1,0,0,0,0,-1,0,10,1,0,18,0,206.6
0,16,0,0,0,0,9,1,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,15,0,1029.14
0,9,49,0,0,1,13,15,79,0,-1,0,14,0,0,0,0,-1,0,2,4,1,9,0,1390.23
0,0,14,4,2,13,7,29,83,5,-1,8,65,0,0,2,0,-1,1,8,4,1,13,0,3149.53
0,11,17,0,0,0,13,16,55,5,-1,0,9,0,0,1,0,-1,0,3,0,1,7,0,1192.74
0,10,0,0,0,0,17,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,22,0,1625.73
0,14,0,0,0,0,6,4,7,0,-1,0,1,0,0,0,0,-1,0,17,0,0,13,0,912.76
0,12,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,179.55
0,12,0,0,0,1,4,6,6,0,-1,0,0,0,0,0,0,-1,0,15,1,0,13,0,1218.54
0,12,0,0,0,1,5,6,7,0,-1,0,0,0,0,0,0,-1,0,15,1,0,12,0,368.39
0,9,1,0,0,0,5,34,25,0,-1,0,9,0,0,0,0,-1,0,9,1,1,6,0,758.94
2,4,14,4,0,1,11,17,65,3,-1,0,12,0,0,0,0,-1,0,7,0,0,14,0,816.68
0,9,0,0,0,0,7,3,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,19,0,698.17
0,9,0,0,0,0,3,14,15,0,-1,0,1,0,0,0,0,-1,0,14,0,0,14,0,432.31
0,15,0,0,0,0,10,23,4,0,-1,0,0,0,0,0,0,-1,0,12,0,0,5,0,279.36
0,17,0,0,0,0,11,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,197.19
0,4,0,0,0,2,12,15,28,1,-1,0,4,0,0,0,0,-1,0,9,0,0,16,0,1920.51
0,15,0,0,0,0,9,3,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,18,0,101.83
0,17,0,0,0,0,11,6,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,214.72
0,19,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,60.45
0,3,0,0,0,2,10,21,34,0,-1,0,5,0,0,0,0,-1,0,10,0,0,16,0,1408.68
0,15,1,0,0,0,15,12,16,1,-1,0,0,0,0,0,0,-1,0,7,0,0,4,0,485.95
0,10,42,0,2,1,10,18,96,1,-1,0,17,0,0,0,0,-1,0,3,2,1,4,0,2424.01
2,5,7,0,2,4,2,22,49,2,-1,0,28,0,0,2,0,-1,1,10,6,0,12,0,2341.53
0,20,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,16,0,120.54
0,16,0,0,0,0,19,5,1,0,-1,0,1,0,0,0,0,-1,0,8,0,0,12,0,579.34
0,14,0,0,0,0,8,3,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,18,0,959.51
0,12,0,0,0,0,8,2,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,179.4
0,18,0,0,0,0,11,2,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,273.72
0,18,0,0,0,0,13,7,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,7,0,169.36
0,18,0,0,0,0,19,2,1,0,-1,0,0,0,0,0,0,-1,0,10,0,0,9,0,436.02
0,17,0,0,0,0,12,9,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,211.97
0,11,0,0,0,0,5,7,4,0,-1,0,0,0,0,0,0,-1,0,16,0,0,16,0,201.74
0,18,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,24,0,0,23,0,113.33
0,14,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,20,0,116.77
0,13,0,0,0,0,7,3,3,0,-1,0,0,0,0,0,0,-1,0,18,0,0,17,0,1281.15
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,173.11
0,7,0,0,0,0,11,5,7,1,-1,0,0,0,0,0,0,-1,0,15,0,0,20,0,746.23
0,13,0,0,0,0,6,4,7,0,-1,0,1,0,0,0,0,-1,0,16,0,0,13,0,351.84
0,15,0,0,0,0,8,2,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,17,0,899.37
0,19,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,173.26
0,7,0,0,0,0,7,10,3,0,-1,0,0,0,0,0,0,-1,0,15,0,0,17,0,748.92
0,13,0,0,0,0,6,5,5,0,-1,4,1,0,0,0,0,-1,0,17,0,0,15,0,1026.93
0,18,0,0,0,0,11,1,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,13,0,264.73
1,5,0,0,0,1,12,12,18,2,-1,0,1,0,0,0,0,-1,0,10,1,0,17,0,647.65
0,11,24,0,0,0,13,17,68,3,-1,0,10,0,0,0,0,-1,2,3,2,0,6,0,1677.42
0,10,0,0,0,0,12,0,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,22,0,146.63
0,15,2,0,0,0,17,13,14,0,-1,0,1,0,0,0,0,-1,0,7,0,0,8,0,669.17
0,13,0,0,1,1,5,6,7,0,-1,0,0,0,0,0,0,-1,0,15,0,0,12,0,1316.82
0,16,0,0,0,0,8,1,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,13,0,328.39
0,15,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,25,0,199.26
0,16,0,0,0,0,18,6,6,0,-1,0,1,0,0,0,0,-1,0,8,0,0,8,0,367.87
4,7,50,0,0,7,5,36,110,1,-1,0,74,0,3,2,0,-1,1,6,3,6,6,0,2944.28
2,1,12,0,2,12,5,25,86,5,-1,0,62,1,0,2,0,-1,0,9,2,1,12,0,2917.18
0,10,0,0,0,0,3,9,12,0,-1,0,1,0,0,0,0,-1,0,15,0,0,14,0,504.82
0,16,0,0,0,0,18,6,2,0,-1,0,1,0,0,0,0,-1,0,8,0,0,9,0,465.82
0,14,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,23,0,196.63
0,11,0,0,0,0,18,3,1,0,-1,0,0,0,0,0,0,-1,0,14,0,0,22,0,180.06
0,10,0,0,0,0,6,6,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,17,0,359.16
0,13,1,0,0,0,14,16,28,0,-1,0,1,0,0,0,0,-1,0,5,0,0,5,0,592.82
11,7,36,28,16,11,9,26,161,9,-1,0,57,1,2,11,8,-1,5,2,30,46,6,7,6807.12
0,5,4,0,0,2,2,15,35,1,-1,0,16,0,0,0,0,-1,0,11,4,0,13,0,2128.96
0,5,0,0,0,2,12,12,23,1,-1,0,1,0,1,0,0,-1,0,9,0,0,16,0,647.77
0,17,0,0,0,0,24,3,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,28,0,508.55
0,8,1,0,2,1,1,17,26,0,-1,0,5,1,0,0,0,-1,0,12,2,0,11,0,1839.97
0,15,0,0,0,1,18,6,2,0,-1,0,0,0,0,0,0,-1,0,7,0,0,10,0,591.7
0,20,0,0,0,0,21,2,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,11,0,341.14
1,14,2,0,0,0,16,13,13,0,-1,0,0,0,0,0,0,-1,0,5,0,0,8,0,848.18
17,4,54,0,4,46,4,38,129,7,-1,0,34,1,2,0,4,-1,2,7,3,4,9,2,2841.85
0,14,0,0,0,0,21,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,25,0,585.44
1,10,1,0,1,0,3,21,17,0,-1,0,0,0,0,0,0,-1,0,12,2,0,9,0,1516.59
0,5,0,0,0,0,12,12,16,0,-1,0,2,0,0,0,0,-1,0,12,0,0,18,0,659.17
0,17,0,0,0,0,10,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,198.67
0,13,1,0,0,0,13,15,35,0,-1,0,1,0,0,0,0,-1,0,5,0,0,4,0,174.47
0,16,0,0,0,0,10,6,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,252.7
0,14,0,0,0,0,8,16,3,0,-1,0,0,0,0,0,0,-1,0,13,0,0,8,0,281.88
0,9,0,0,0,0,3,11,14,2,-1,0,1,0,0,0,0,-1,0,14,2,0,13,0,473.71
0,15,0,0,0,0,12,15,9,0,-1,0,0,0,0,0,0,-1,0,10,0,0,2,0,250.89
0,17,0,0,0,0,10,2,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,265.64
0,15,1,0,0,0,15,12,11,1,-1,0,0,0,0,0,0,-1,0,8,0,0,5,0,411.63
0,5,1,0,1,1,4,15,32,0,-1,0,13,0,0,0,0,-1,1,12,0,0,14,0,1173.22
0,15,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,195.82
0,14,0,0,0,0,11,1,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,22,0,264.21
0,3,1,0,1,1,6,25,37,0,-1,0,12,0,0,0,0,-1,0,11,2,0,14,0,2203.94
0,10,0,0,0,0,6,7,4,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,238.67
1,10,57,0,2,2,10,23,109,3,-1,0,25,0,0,0,0,-1,0,3,3,2,4,0,2205.01
0,11,1,0,0,0,5,31,16,0,-1,0,2,0,0,0,0,-1,0,11,0,0,7,0,646.77
1,11,0,0,0,0,3,18,15,2,-1,0,0,0,0,0,0,-1,0,13,2,0,10,0,1706.13
0,2,0,0,0,0,8,24,33,0,-1,0,7,0,0,0,0,-1,0,11,0,0,15,0,1137.95
0,11,0,0,0,0,9,2,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,20,0,199.8
0,13,0,0,0,0,9,27,12,0,-1,0,1,0,0,0,0,-1,0,11,0,0,4,0,609.75
0,15,2,0,0,0,16,14,17,0,-1,0,1,0,0,0,0,-1,0,6,0,0,7,0,633.81
0,13,0,0,0,0,7,25,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,6,0,238.98
1,3,0,0,0,2,10,22,47,0,-1,0,8,0,0,1,0,-1,0,9,0,0,15,0,1258.08
0,19,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,15,0,173.01
0,12,0,0,1,1,5,19,5,0,-1,0,0,0,0,0,0,-1,0,13,0,0,9,0,1564.89
0,14,0,0,0,0,7,10,4,0,-1,0,1,0,0,0,0,-1,0,15,0,0,10,0,1281.63
0,10,47,0,1,2,12,17,90,3,-1,0,15,0,0,0,0,-1,0,2,4,3,6,1,1817.25
0,11,0,0,0,1,8,38,22,0,-1,0,3,0,0,1,0,-1,0,8,0,0,2,0,578.62
0,15,0,0,0,0,13,12,11,0,-1,0,0,0,0,0,0,-1,0,10,0,0,2,0,576.62
0,12,0,0,0,1,5,21,9,0,-1,0,0,0,0,0,0,-1,0,13,1,0,9,0,1543.67
0,12,3,0,0,0,13,16,49,1,-1,0,4,0,0,0,0,-1,0,4,0,0,6,0,716.16
1,8,2,0,4,0,1,25,30,0,-1,0,8,0,0,0,0,-1,0,11,2,0,10,0,1908.69
13,6,16,32,7,47,7,23,180,12,-1,4,40,0,6,7,4,-1,5,3,38,47,7,6,5430.25
0,11,1,0,0,0,6,35,16,0,-1,0,4,0,0,0,0,-1,0,9,0,0,5,0,650.1
0,12,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,22,0,230.89
0,8,0,0,0,0,13,4,7,0,-1,0,0,0,0,0,0,-1,0,15,0,0,21,0,800.48
0,16,0,0,0,0,10,6,3,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,669.72
0,11,26,0,0,1,13,17,74,3,-1,0,11,0,0,1,0,-1,0,2,2,2,6,1,1751.81
0,11,0,0,0,0,18,3,1,0,-1,0,0,0,0,0,0,-1,0,14,0,0,22,0,179.8
0,11,13,0,0,0,12,16,64,2,-1,0,6,0,0,0,0,-1,0,4,1,1,5,0,781.74
21,5,55,12,1,52,6,30,185,3,-1,0,36,0,5,3,0,-1,4,5,7,44,7,1,3680.63
0,11,0,0,0,1,4,8,7,0,-1,0,0,0,0,0,0,-1,0,15,2,0,13,0,397.42
0,11,0,0,0,0,16,1,3,0,-1,0,0,0,0,0,0,-1,0,18,0,0,24,0,791.45
0,15,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,24,0,188.04
0,7,0,0,0,0,13,8,12,0,-1,0,0,0,0,0,0,-1,0,14,0,0,20,0,555.38
0,15,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,25,0,193.13
0,17,0,0,0,0,18,5,6,0,-1,0,0,0,0,0,0,-1,0,9,0,0,8,0,473.3
0,10,0,0,0,0,6,5,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,17,0,469.88
0,17,0,0,0,0,13,11,3,2,-1,0,0,0,0,0,0,-1,0,13,0,0,5,0,262.08
0,4,0,0,0,0,8,14,24,0,-1,0,1,0,0,1,0,-1,0,12,0,0,17,0,1163.6
12,4,24,0,7,18,3,35,100,2,-1,0,53,0,2,1,0,-1,2,8,2,3,10,0,2868.75
0,13,0,0,0,0,9,28,15,1,-1,0,1,0,0,0,0,-1,0,9,0,0,2,0,517.76
0,19,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,18,0,142.55
0,13,0,0,0,1,6,14,5,0,-1,0,0,0,0,0,0,-1,0,14,1,0,10,0,463.51
0,14,0,0,0,0,7,4,6,0,-1,0,1,0,0,0,0,-1,0,17,0,0,13,0,339.33
0,14,0,0,0,0,10,25,11,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,301.21
0,17,0,0,0,0,12,6,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,233.46
0,7,0,0,0,0,6,9,3,0,-1,0,0,0,0,0,0,-1,0,15,0,0,17,0,822.55
0,11,1,0,0,0,5,26,12,0,-1,0,1,0,0,0,0,-1,0,11,2,0,8,0,1617.99
0,11,0,0,0,0,8,2,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,20,0,204.42
0,12,0,0,0,1,5,6,6,0,-1,0,0,0,0,0,0,-1,0,16,1,0,13,0,1036.07
0,5,0,0,0,0,4,15,27,0,-1,0,6,0,0,0,0,-1,0,12,1,0,15,0,1050.08
0,6,0,0,0,0,12,8,11,0,-1,0,0,0,0,0,0,-1,0,14,0,0,20,0,769.52
0,19,0,0,0,0,14,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,201.11
0,13,0,0,0,0,11,19,18,4,-1,4,1,0,0,0,0,-1,0,8,0,0,0,0,605.11
0,13,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,23,0,269.61
0,11,0,0,0,0,19,3,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,23,0,733.37
0,11,0,0,0,1,8,39,21,0,-1,0,3,0,0,1,0,-1,0,8,0,0,2,0,558.75
0,10,0,0,0,0,7,3,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,19,0,711.88
1,11,0,0,0,0,4,14,12,2,-1,0,0,0,0,0,0,-1,0,14,1,0,11,0,1458.52
0,15,0,0,0,0,11,20,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,272.53
5,2,61,12,5,46,8,22,144,1,-1,0,44,1,3,4,4,-1,0,5,22,37,11,0,2130.63
0,14,0,0,0,0,12,15,16,0,-1,0,0,0,0,0,0,-1,0,9,0,0,1,0,511.14
0,18,0,0,0,0,14,9,2,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,71.67
0,15,0,0,0,0,11,20,9,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,252.0
0,12,0,0,0,0,6,25,12,0,-1,0,1,0,0,0,0,-1,0,12,0,0,7,0,650.36
0,8,0,0,0,0,12,4,7,0,-1,0,0,0,0,0,0,-1,0,16,0,0,21,0,244.61
1,5,0,0,0,1,12,13,21,0,-1,0,1,0,0,0,0,-1,0,10,1,0,17,0,1854.69
11,1,26,0,2,31,5,29,100,3,-1,4,43,2,0,3,0,-1,0,8,3,5,12,0,3016.7
0,7,0,0,0,1,14,7,10,0,-1,0,2,0,0,0,0,-1,0,10,1,0,17,0,208.05
0,12,0,0,1,1,5,13,7,0,-1,0,0,0,0,0,0,-1,0,14,0,0,10,0,402.35
0,11,1,0,0,0,6,32,14,0,-1,0,3,0,0,0,0,-1,0,10,0,0,6,0,686.32
0,6,0,0,0,1,14,8,15,0,-1,0,3,0,0,0,0,-1,0,9,0,0,16,0,225.28
0,18,0,0,0,0,12,6,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,7,0,270.89
0,19,0,0,0,0,20,1,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,10,0,341.73
0,15,0,0,0,0,8,1,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,14,0,158.71
0,14,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,24,0,183.65
0,12,0,0,0,0,11,21,36,0,-1,0,2,0,0,0,0,-1,0,6,0,1,2,0,2142.15
0,13,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,24,0,228.5
10,4,19,4,4,11,3,37,87,3,-1,0,57,2,1,1,0,-1,2,8,3,4,10,0,2525.98
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,17,0,172.33
0,10,0,0,0,0,17,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,23,0,465.53
2,4,8,0,0,1,12,15,46,0,-1,0,7,0,0,0,0,-1,0,8,0,0,15,0,725.66
1,14,2,0,0,0,17,13,12,0,-1,0,0,0,0,0,0,-1,0,6,0,0,9,0,631.19
0,21,0,0,0,0,22,1,0,0,-1,0,0,0,0,0,0,-1,0,12,0,0,12,0,56.41
0,14,0,0,0,0,10,2,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,21,0,196.72
0,15,0,0,0,0,10,17,4,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,230.99
0,19,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,1103.41
0,9,0,0,0,0,9,1,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,20,0,671.62
0,7,0,0,0,0,3,13,19,0,-1,0,1,0,0,0,0,-1,0,13,0,0,14,0,1078.61
22,1,83,16,2,35,7,26,154,10,-1,4,38,2,5,8,0,-1,5,6,6,12,11,0,3395.48
0,5,0,0,0,0,11,10,14,1,-1,0,1,0,0,0,0,-1,0,13,0,0,18,0,765.11
0,11,14,0,0,0,12,16,67,1,-1,0,8,0,0,1,0,-1,0,3,2,0,5,1,1714.52
0,18,0,0,0,0,14,10,3,0,-1,0,0,0,0,0,0,-1,0,13,0,0,5,0,263.19
