n_atm_in_1km,n_university_in_2km_to_3km,n_gas_station_in_1km,n_borey_in_3km_to_5km,near_Phnom_Penh_Airport_in_km,near_Phsar_kandal_in_km,n_cafe_in_1km,address_line_2,n_university_in_3km_to_5km,n_mart_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,n_atm_5km,near_AEON_Mall_3_in_km,n_atm_in_1km_to_2km,n_hospital_in_1km,price_per_m2
0,0,0,0,8.89512506769896,18.942333241847304,0,9,0,0,0,0,273,0,0,0,-0.0,15.188764708997944,0,0,172.09171654419058
0,0,0,2,6.229228921292222,15.972001869527428,0,25,0,0,0,0,529,0,0,0,0.0,15.982577310767043,0,0,1334.6248564400153
0,0,0,5,13.95077265753708,12.966860022429136,0,62,0,0,0,0,118,0,0,0,12.0,3.903315873037685,0,0,78.71950008169759
0,0,2,4,10.758535400507045,11.95925953194538,1,29,0,0,0,0,44,0,0,0,3.0,18.955437586731108,0,0,445.9746118770248
0,0,0,1,11.919578987198536,20.86108912254073,0,59,0,0,0,0,602,0,0,0,0.0,23.786914917269826,0,0,137.06076351685277
0,0,0,1,11.096089563897518,18.77925180765767,0,33,0,0,0,0,291,0,0,0,0.0,13.173550440215084,0,0,156.3868506528652
0,0,0,5,5.115176473834514,15.158056252686947,0,82,0,0,0,0,498,0,0,0,13.0,15.790241291171178,0,0,140.37600725626956
0,1,0,5,13.921709060284694,5.982247084029819,0,93,4,0,0,0,442,0,0,32,21.0,7.120685623978791,0,0,1112.6004991115635
0,0,0,10,16.07177459266042,10.1067357949158,0,28,0,0,0,0,753,0,0,0,0.0,6.986999333295517,0,0,443.30093224412553
0,0,0,2,9.88738229378414,16.088188621145072,0,57,0,0,0,0,122,0,0,0,5.0,9.91237275522214,0,0,334.01251930149806
0,0,0,8,16.848090582465097,9.143089953758686,0,61,1,0,0,0,779,0,0,0,0.0,8.09090931288298,0,0,573.3140000364315
0,0,0,1,21.024096537596,13.77768895209966,0,27,0,0,0,0,830,0,0,0,8.0,24.181337714616166,0,0,23.620901359416337
0,0,0,0,12.775698939696222,19.018996970983267,0,58,0,0,0,0,64,0,0,0,0.0,24.01854959749346,0,0,92.56808988147247
0,1,3,13,10.100449869448129,8.098750701734929,0,20,6,0,0,0,336,0,0,24,13.0,15.949471375994989,0,0,1688.0107458239263
0,0,0,5,9.151180486073237,12.91729672481812,0,32,0,0,0,0,570,0,0,0,0.0,18.9870266985816,0,0,306.3561087503791
0,0,1,9,10.07031096125508,5.7953375816383055,1,30,10,0,1,0,362,0,4,60,67.0,15.076963504217838,4,0,1592.014623433781
4,5,0,11,10.932401281183012,1.9646652428881384,6,37,23,1,0,0,422,1,172,341,554.0,6.975756619546785,40,0,1541.7218973832055
0,0,0,6,13.082792352263834,10.90728016176578,0,66,0,0,0,0,47,0,0,0,-0.0,20.07186868395306,0,0,325.1709973282904
0,0,1,10,3.95776091428792,13.065445714766469,0,32,0,0,0,0,536,0,0,0,0.0,14.900016499350214,0,0,543.8462830394383
0,0,1,9,11.019363850600335,10.067710967685825,0,79,2,0,0,0,38,0,0,0,2.0,18.100244997912764,0,0,511.8050155800166
0,0,0,1,10.940501649064856,18.868608994687072,0,59,0,0,0,0,613,0,0,0,0.0,21.881876619558515,0,0,32.61049089721062
0,0,0,3,13.930745216654334,16.937806483484234,0,70,0,0,0,0,253,0,0,0,8.0,7.913595765505679,0,0,61.63904280909535
0,0,0,1,10.015661720218484,19.96925231417373,0,43,0,0,0,0,558,0,0,0,0.0,21.240557391443208,0,0,84.58804445575795
0,0,0,20,8.941212962301499,9.002364430974788,0,23,1,0,0,0,238,0,0,0,0.0,2.1345641566573126,0,0,116.14915540817088
0,0,1,5,14.005346676182802,12.970159229989656,0,62,0,0,0,0,119,0,0,0,0.0,3.865686417054444,0,0,193.0165925551128
0,0,0,1,21.98861222250598,14.118177840369883,0,67,0,0,0,0,748,0,0,0,4.0,11.963369926956563,0,0,170.8083134005692
0,0,0,10,6.972595104890613,14.01699668777517,0,57,1,0,0,0,664,0,0,0,1.0,8.844026607044423,0,0,297.2696220529825
0,4,0,10,8.729914342183239,5.245189069817268,1,71,50,0,1,0,365,0,28,149,176.0,13.88842701802136,4,0,1456.3396465534288
0,5,6,16,5.067313764810882,6.027574106776928,4,78,69,0,1,0,224,0,16,123,138.0,6.202241088335001,0,0,2459.7616192946275
0,0,0,4,14.898774691359302,17.926369407345558,0,70,0,0,0,0,255,0,0,0,0.0,7.79188074860006,0,0,72.18576511694353
0,0,0,7,4.003217861578736,14.06429649672847,0,26,0,0,0,0,634,0,0,0,0.0,11.168693923175695,0,0,526.9891343385881
0,0,0,0,12.962137959529745,20.211645513381264,0,59,0,0,0,0,607,0,0,0,7.0,23.74229142258139,0,0,198.48061190507536
0,0,0,0,18.890805526035702,11.936600243790071,0,27,0,0,0,0,836,0,0,0,0.0,22.06623885087322,0,0,151.2794668387375
0,0,1,9,5.083649895317713,12.960078864580089,0,32,0,0,0,0,580,0,0,0,0.0,16.15776072406035,0,0,671.5937147651613
0,1,0,4,14.09099522594608,8.020918426760371,0,27,2,0,0,0,394,0,0,4,13.0,17.93974175584619,0,0,84.33700258755754
0,0,0,2,6.992998154116724,13.876732392318736,0,74,0,0,0,0,567,0,0,0,7.0,18.018148853201687,0,0,84.59179716275482
20,40,10,11,8.020872419368928,3.050871566756419,4,71,46,4,3,0,352,4,89,402,550.0,11.98827859243348,42,0,504.17603821686936
0,0,0,0,14.056933726966168,20.09662403497035,0,58,0,0,0,0,57,0,0,0,7.0,24.96906859859568,0,0,95.18610727055972
0,1,0,3,4.814525575620031,13.786842946436645,0,44,0,0,0,0,632,0,0,0,0.0,12.010886377772902,0,0,276.24400930129593
0,0,1,3,3.106474181177383,9.989518151447337,0,45,11,0,0,0,724,0,0,8,16.0,12.849501452389672,0,0,3856.774063788783
0,0,0,5,13.123449837695231,12.033245663599592,0,66,0,0,0,0,34,0,0,0,0.0,20.06747363645492,0,0,343.53063566984827
0,0,0,2,22.914290299378088,16.782174834185632,0,0,0,0,0,0,814,0,0,0,0.0,27.09203094683245,0,0,382.8846592531504
0,1,1,16,4.806834157264956,7.907913423322312,1,45,31,0,0,0,329,0,4,28,31.0,13.772252093591858,0,0,3622.4354151091898
0,0,0,0,12.008281946613694,20.07575385322716,0,33,0,0,0,0,284,0,0,0,0.0,14.053467017613544,0,0,263.89098588473627
0,0,0,6,8.979959544628498,15.096861440340067,0,57,0,0,0,0,138,0,0,0,0.0,8.061378551109039,0,0,383.7006863678674
0,0,0,8,9.01549966563603,11.055090154128916,0,29,0,0,0,0,42,0,0,0,19.0,17.981754072644904,0,0,467.8448273879743
0,0,0,2,7.01923503925185,14.057269188642346,0,74,0,0,0,0,567,0,0,0,8.0,18.21812957851205,0,0,121.67372852924524
0,0,0,5,4.180570455327302,15.04184959751362,0,25,1,0,0,0,655,0,0,0,0.0,13.960306347546132,0,0,1083.4079499864858
0,1,2,8,16.980670754033824,7.782507941680116,0,28,0,0,0,0,767,0,0,0,0.0,9.306361871541254,0,0,582.5640529178493
0,0,0,0,16.92321106544671,11.920491989559144,0,67,0,0,0,0,260,0,0,0,4.0,6.063191761209311,0,0,222.79055873807584
0,0,0,1,8.999763544604043,15.199604545791113,0,32,0,0,0,0,572,0,0,0,5.0,18.95910139023498,0,0,324.61214242691324
0,12,2,23,3.120639603752922,7.125555711282725,2,78,57,0,0,0,730,3,8,52,72.0,8.165440834288852,4,0,3965.829413316277
0,0,0,0,14.057138898928384,19.139187146620586,0,58,0,0,0,0,52,0,0,0,7.0,24.953298984793527,0,0,96.37429505564842
0,0,0,2,12.093435372042691,17.97289502870067,0,72,0,0,0,0,155,0,0,0,0.0,10.065238465564146,0,0,203.059450160602
0,0,1,1,9.035485937677953,17.91878284767934,0,59,0,0,0,0,617,0,0,0,6.0,19.86008897070794,0,0,274.8049844961814
0,0,0,7,12.92182509021766,14.884186324530589,0,70,0,0,0,0,112,0,0,0,8.0,5.960565764495351,0,0,282.2637120801565
0,0,0,2,9.055922318731374,16.853105336471085,0,59,0,0,0,0,616,0,0,0,0.0,20.17109721740469,0,0,186.03117850766543
0,7,7,20,6.2135916271768,6.09255825572956,2,23,24,0,0,0,483,0,24,125,147.0,4.004279493079255,0,0,1462.087122057593
0,0,0,3,12.91822888801854,11.937013627580688,0,66,0,0,0,0,48,0,0,0,0.0,21.111492587684385,0,0,277.60544555858326
0,0,0,1,12.088738745610437,20.802072695879367,0,59,0,0,0,0,555,0,0,0,0.0,23.007112429944183,0,0,180.75829671302623
0,0,0,0,11.898254048000672,18.138810591853687,0,58,0,0,0,0,68,0,0,0,3.0,23.109500888805915,0,0,98.18642405947284
0,4,7,21,7.035390996314181,6.022218092103337,2,23,20,0,0,0,248,0,12,108,122.0,4.176876667414738,0,0,1658.3359519184294
0,0,0,2,8.08482137259404,15.947762275607232,0,59,0,0,0,0,565,0,0,0,3.0,20.10988835134281,0,0,160.2179732195811
0,0,0,2,17.899166627861014,9.124397119102005,0,28,0,0,0,0,799,0,0,0,0.0,11.141101379039858,0,0,247.4973769528111
0,0,1,9,2.940267566524009,13.087195617355516,0,74,0,0,0,0,540,0,0,0,0.0,15.113732874455296,0,0,594.8170333098799
0,0,0,0,13.91982174817274,20.86589382167851,0,59,0,0,0,0,611,0,0,0,5.0,24.970825335593275,0,0,123.79970366760055
0,0,0,0,13.10998019602668,20.84611697924412,0,59,0,0,0,0,602,0,0,0,4.0,23.8816608848536,0,0,149.66737334238843
0,0,0,4,9.001708733809647,15.110374496976029,0,69,0,0,0,0,138,0,0,0,0.0,9.031591113232242,0,0,74.03342430855433
0,6,3,12,8.938418883832632,5.929615985035181,1,30,30,0,2,0,361,0,24,79,107.0,14.134459757914383,0,0,1642.6121245836866
0,0,0,3,13.034495017500474,7.043425555551257,2,37,2,0,0,0,200,0,0,8,0.0,3.958916220812744,4,1,1501.8125112570012
0,1,0,10,9.92044643497434,5.133238636351941,0,71,11,0,1,0,366,0,8,95,116.0,14.030990736679495,4,0,1820.066534603248
0,0,0,3,20.06341660380041,12.015056899845687,0,28,1,0,0,0,796,0,0,0,2.0,10.996477640115488,0,0,387.5075180431127
0,0,0,12,14.946464747496748,9.272688135684598,0,28,0,0,0,0,759,0,0,4,3.0,6.071773988850425,0,0,540.7525590047042
0,0,1,5,14.051788960936785,11.954712888719929,1,66,0,0,0,0,47,0,0,0,4.0,21.064153852387925,0,0,408.667147098588
0,0,0,1,17.863917259747133,12.126785060801364,0,28,0,0,0,0,756,0,0,0,3.0,8.04294502000654,0,0,77.71637524185181
0,0,0,0,15.939599674626212,16.918621293825808,0,73,0,0,0,0,5,0,0,0,0.0,24.62648662475572,0,0,121.80872601269768
0,0,0,4,9.993687084254624,14.932425304648005,0,72,0,0,0,0,159,0,0,0,9.0,8.084967075116344,0,0,497.3776661544832
0,4,6,12,12.115990445692358,3.928047925196597,6,37,19,1,1,0,423,2,48,390,437.0,5.7834920103374206,0,0,1853.1664491181184
0,5,7,8,3.049966586318273,8.82886571646625,3,34,24,0,0,0,716,1,8,20,36.0,11.904043777032095,0,0,1608.732734687573
0,0,0,1,13.061711131419694,18.042402888879813,0,31,0,0,0,0,152,0,0,0,0.0,9.980332936285738,0,0,30.538880651782957
0,0,0,0,11.006247739045936,17.948607231582443,0,59,0,0,0,0,626,0,0,0,0.0,22.07527454582746,0,0,36.22215888254028
0,0,0,10,12.001825250625506,14.131560045076172,0,70,0,0,0,0,88,0,0,0,0.0,6.002826753591846,0,0,60.64686466751068
0,15,1,26,2.997540372650837,7.042503445114474,0,86,59,0,1,0,730,2,8,56,76.0,8.022939276628875,4,1,1722.1668626457404
0,0,0,7,12.94711329575206,8.084216072795268,0,65,0,0,0,0,197,0,4,0,6.0,3.757287427696324,0,0,176.96883442527306
0,0,0,7,9.87159884527247,14.916633965537294,0,72,0,0,0,0,158,0,0,0,0.0,6.882852545807593,0,0,349.88315906739643
0,0,0,4,8.025736415019034,13.13444435725152,0,32,0,0,0,0,559,0,0,0,0.0,18.010936910168365,0,0,478.94106460361695
0,1,0,5,5.017470125241863,13.721016898130882,0,44,0,0,0,0,636,0,0,0,5.0,10.884374666058756,0,0,386.17207252134585
0,0,1,1,10.911256630657984,13.105474212758145,0,62,0,0,0,0,82,0,0,0,0.0,2.8700277594980474,0,0,199.6163578171165
0,0,0,0,11.972454962725829,22.055358308236634,0,9,0,0,0,0,280,0,0,0,1.0,18.033008127970245,0,0,94.53121442130508
0,1,3,7,4.159604828080529,9.120366643548255,0,34,19,0,0,0,712,0,0,16,16.0,13.18977943427084,0,0,1742.4663233625756
0,0,0,0,17.966147718213037,20.226071903905307,0,73,0,0,0,0,1,0,0,0,3.0,27.11126743618464,0,0,73.3437464751595
0,0,0,4,9.098149144684871,14.890029943709534,0,69,0,0,0,0,138,0,0,0,-0.0,9.06700823210943,0,0,346.45299228999875
0,0,1,7,5.983593371125418,13.68310668910113,0,74,0,0,0,0,537,0,0,0,11.0,16.987966620524087,0,0,99.45166183124644
0,10,0,7,11.202635578078269,1.100592544990467,1,22,54,0,0,0,312,0,205,178,608.0,9.95866853560478,218,1,3718.299150610062
0,0,0,3,9.115752600948914,18.91999530254492,0,25,0,0,0,0,504,0,0,0,0.0,18.96892256756892,0,0,265.5290847125571
0,0,0,6,10.28832094190826,14.79560731460431,0,80,0,0,0,0,163,0,0,0,-0.0,6.909040095518719,0,0,251.2253570187409
0,0,0,5,11.942483170111023,16.08139663199009,0,80,0,0,0,0,149,0,0,0,0.0,8.044262425030373,0,0,161.9081875228804
0,0,0,16,7.027953996383953,10.089133444413772,0,68,2,0,0,0,233,0,0,0,0.0,3.941591910867208,0,0,644.9824767123108
0,0,0,6,18.90272054386075,10.984245920224442,0,28,0,0,0,0,758,0,0,0,7.0,8.993245208512771,0,0,466.5229407734744
0,0,0,15,8.989038083061077,14.159249589939432,0,69,0,0,0,0,161,0,0,0,1.0,6.911494817728353,0,0,204.42738662053284
0,0,0,1,9.990659296080072,17.861500871170183,0,59,0,0,0,0,615,0,0,0,0.0,20.98401566187513,0,0,96.28592678042124
0,0,2,4,9.14221330722697,17.136080873328503,0,60,0,0,0,0,141,0,0,0,12.0,12.1495674960732,0,0,1011.3734994610628
0,0,0,2,20.91606176003679,13.09305820234433,0,28,0,0,0,0,798,0,0,0,9.0,11.120775917008393,0,0,189.39674195693016
0,0,0,0,15.876807687785425,22.009956104856627,0,58,0,0,0,0,78,0,0,0,0.0,27.13155395722321,0,0,97.17194858906454
0,0,0,7,3.9241042112869247,14.10979056326027,0,25,1,0,0,0,520,0,0,0,0.0,14.888791230683646,0,0,853.015543777427
0,1,0,26,8.08839654116791,6.8943934722381055,1,23,12,0,0,0,252,0,0,56,49.0,2.89070940322752,0,0,1720.3179545983012
0,0,0,0,12.969623007903625,16.76703682285186,0,58,0,0,0,0,61,0,0,0,7.0,23.171581780814776,0,0,147.9630872684217
0,0,0,3,5.118684610258568,15.097020896805509,0,25,0,0,0,0,521,0,0,0,1.0,16.0553555698445,0,0,716.4599411304828
0,0,0,8,6.021709776417693,13.141420169868336,0,32,0,0,0,0,582,0,0,0,2.0,16.893796765055537,0,0,267.740904626098
0,1,3,25,7.089899881021203,6.781785913713686,3,23,12,0,1,0,252,0,0,56,52.0,2.959610667384469,0,0,1776.1624033181122
0,11,2,23,2.011138719579744,7.048562058923188,0,78,61,0,0,0,726,1,4,56,73.0,8.10296939483244,8,0,2529.306399410772
0,0,0,10,10.98792472733176,13.06483036930888,0,62,0,0,0,0,106,0,0,0,8.0,3.9681478933090415,0,0,188.2899602122073
0,0,0,2,11.012627645010902,17.8335385270273,0,33,0,0,0,0,132,0,0,0,10.0,11.086214198725632,0,0,168.34212169772562
0,1,1,10,10.162478970077826,5.0086717514561165,1,13,22,0,0,0,179,0,24,196,232.0,3.861144747586104,8,0,1319.190688007122
0,0,1,19,6.920911729775192,7.935763404507723,0,29,14,0,0,0,327,0,4,20,22.0,15.008277054417926,0,0,1386.234020741014
0,0,0,0,6.925148457381387,16.187663491413172,0,75,0,0,0,0,497,0,0,0,7.0,16.991213585447408,0,0,76.40148619701822
4,20,1,25,3.113563972032703,5.856322126085549,1,78,57,0,2,0,451,1,24,108,135.0,7.905720125303631,4,1,2823.065587087219
0,0,0,0,14.146606672202138,18.01577802740057,0,58,0,0,0,0,50,0,0,0,0.0,24.107180055117748,0,0,88.08153684497478
0,1,0,3,3.9631249662914136,13.85965109056417,0,26,0,0,0,0,651,0,0,0,0.0,12.903137921220818,0,0,582.5753606897858
0,0,0,0,11.850573937479265,12.98542679399768,0,62,0,0,0,0,81,0,0,0,0.0,2.957032518477068,0,0,298.78944850119893
0,0,0,1,13.096362658057378,15.059890900481864,0,58,0,0,0,0,20,0,0,0,8.0,21.979225223591687,0,0,108.3531056738837
0,0,0,3,13.006625643714456,12.266873665030792,0,66,0,0,0,0,48,0,0,0,0.0,20.97747099343568,0,0,378.6471666084679
0,0,0,0,20.103067618715944,13.937496058567149,0,27,0,0,0,0,834,0,0,0,0.0,24.077198105860383,0,0,31.215777746614737
0,0,0,0,13.108605008500586,18.9928380037329,0,58,0,0,0,0,64,0,0,0,4.0,24.084380660520843,0,0,150.86309182603884
4,15,9,17,6.109895660225474,5.092057434688339,5,78,75,1,3,0,481,1,56,329,397.0,6.036689875875791,12,0,3601.6101570558963
0,13,8,25,2.996532179093756,7.0472810296932815,6,86,56,0,2,0,742,2,20,72,89.0,9.0992073613978,8,0,2441.3627961196344
0,0,0,12,7.996080574791887,12.8318628373351,0,69,0,0,0,0,139,0,0,0,0.0,7.051162451625762,0,0,272.7730293821001
0,0,0,5,12.91398230607961,11.125560030128645,0,66,0,0,0,0,34,0,0,0,5.0,19.957637307830435,0,0,364.4872871708823
0,0,0,12,7.039197001423889,13.157895901719073,0,69,0,0,0,0,135,0,0,0,5.0,6.977814694059676,0,0,193.5961813714628
0,0,0,18,9.010607794913463,10.963575382322576,0,76,1,0,0,0,102,0,0,0,0.0,3.888290607338382,0,0,303.54387162601404
0,0,0,6,4.129365281579708,14.005205229864572,0,82,1,0,0,0,520,0,0,0,7.0,14.06156143560543,0,0,501.3826050048314
0,0,0,0,20.023891458407352,13.962274340701269,0,27,0,0,0,0,830,0,0,0,5.0,23.10978412803222,0,0,39.54489453342162
0,9,2,13,10.010784970347263,2.9711162963231663,7,16,23,0,1,0,420,1,95,386,533.0,6.048154946085821,64,1,1913.3670893743104
0,1,0,13,3.96187543653956,12.204197393249885,0,15,0,0,0,0,678,0,0,0,-0.0,8.761987449862913,0,0,897.1816821347982
0,0,0,6,4.909171534502914,11.96956683900449,0,32,1,0,0,0,586,0,0,0,0.0,15.033784016856416,0,0,888.5054262859898
4,57,1,20,4.813612061495509,4.8806915161455695,4,86,34,3,2,0,450,1,40,395,469.0,7.019810141917523,32,1,2137.45927953636
0,0,0,1,20.028367045673168,14.893887199347288,0,0,0,0,0,0,818,0,0,0,0.0,24.13217000994988,0,0,504.5044590586799
0,0,0,0,14.93868046336132,17.119317627427545,0,73,0,0,0,0,26,0,0,0,5.0,23.992253735258327,0,0,26.803244571023672
0,1,1,15,4.94163102439231,7.966920855105049,1,29,37,0,0,0,329,0,4,32,41.0,14.0900402659193,0,0,1601.2335629860895
0,1,3,13,9.995361411306986,7.90728018838143,0,20,6,0,0,0,336,0,0,24,26.0,15.93550855325604,0,0,1013.4698328690916
4,8,2,8,11.141689734577602,2.0149303223737176,3,22,41,2,2,0,314,2,221,280,556.0,10.911355981663018,60,0,2760.5358055761726
0,1,2,23,7.901072705470233,8.98746406496739,0,17,1,0,1,0,234,0,0,0,2.0,2.928695366848611,0,0,365.3525646221323
0,1,0,2,4.106643649900007,14.104749217026203,0,26,0,0,0,0,634,0,0,0,0.0,12.03117750298185,0,0,606.0817337025834
0,5,4,12,1.938879091779979,8.073846731470757,3,45,29,0,1,0,716,1,4,28,34.0,12.2137727991862,4,0,3059.549934893849
0,0,2,9,15.864689447981773,8.8883705598715,0,28,1,0,0,0,779,0,0,0,2.0,8.069001178065266,0,0,559.7545495520008
0,0,0,4,7.02667739374548,15.116829335844498,0,75,0,0,0,0,508,0,0,0,0.0,18.81525520504814,0,0,63.2785402794301
0,0,0,0,14.96855214126869,17.09433669513826,0,73,0,0,0,0,28,0,0,0,2.0,24.981592501664103,0,0,238.9015951039253
0,0,0,4,6.973803172670626,16.259882780415712,0,75,0,0,0,0,511,0,0,0,0.0,18.13174507264373,0,0,60.87991643411012
0,0,0,0,12.875853613416227,18.95604100858059,0,59,0,0,0,0,609,0,0,0,0.0,22.97460423924013,0,0,206.5314993490609
0,0,1,14,1.1388892360128926,11.05506208019837,0,24,9,0,0,0,710,0,0,4,-0.0,11.932812068892934,0,0,2136.710027455737
0,1,1,4,12.016881616661944,5.05168717976446,0,37,11,0,1,0,184,0,4,120,139.0,3.793949613372016,4,1,2058.7129299614626
0,0,1,15,9.047667866392594,10.218430913795014,1,23,1,0,0,0,238,0,0,0,4.0,2.039040958411656,0,0,668.9752594628806
0,2,3,14,3.8687433730449774,9.028549071135368,1,34,20,0,0,0,714,1,0,20,15.0,13.070136572915576,0,0,1461.2362553864878
0,32,6,16,3.9447189536989526,5.89747391174901,2,45,34,1,1,4,740,1,32,139,188.0,10.918733171728933,8,1,3348.113557434857
0,0,0,2,9.004275058161582,17.925480538517466,0,43,0,0,0,0,518,0,0,0,17.0,20.121098784549904,0,0,85.53659946796692
0,0,0,1,11.16866950474649,19.104377869058748,0,59,0,0,0,0,621,0,0,0,11.0,22.098368810030795,0,0,63.6355374469368
0,0,0,13,10.988832358650212,14.00812599195974,0,70,0,0,0,0,88,0,0,0,4.0,5.005186771180343,0,0,88.81830048952125
0,0,0,0,11.92292349541665,20.091299673787365,0,33,0,0,0,0,127,0,0,0,5.0,12.909293879197769,0,0,133.37617814119227
0,0,0,12,1.9342767038484632,10.98521685584469,0,15,0,0,0,0,736,0,0,4,16.0,11.193147855297246,0,0,2394.1475481575158
0,0,0,2,22.91014906229801,16.91077485834323,0,0,0,0,0,0,815,0,0,0,0.0,26.968646076003733,0,0,533.7491343488715
0,4,5,9,11.947637669351357,4.067660637751837,5,37,17,1,3,0,423,1,36,282,318.0,5.782446276882451,0,0,2491.914919769457
0,0,0,0,10.926562827533926,17.145896812838338,0,58,0,0,0,0,67,0,0,0,0.0,21.859303096108142,0,0,30.98529445425587
0,0,0,8,9.972140812956,14.177594143226326,0,72,0,0,0,0,158,0,0,0,0.0,6.918018625528912,0,0,512.121258536514
0,0,0,0,13.960891665089273,21.94942082031878,0,9,0,0,0,0,265,0,0,0,5.0,17.05852231038004,0,0,103.07836409746749
0,0,0,1,10.05369965588302,19.951989052707425,0,43,0,0,0,0,682,0,0,0,0.0,19.04068668614112,0,0,105.39948341611397
0,0,0,2,3.925287864941392,10.937455301225834,0,34,6,0,0,0,720,0,0,4,0.0,14.089382928402753,0,0,1438.8921536225732
0,0,0,6,15.885371018149904,15.188325286650691,0,62,0,0,0,0,109,0,0,0,7.0,5.936525039179893,0,0,93.9510433102973
0,0,0,0,19.907609668210988,14.057184839986032,0,27,0,0,0,0,834,0,0,0,0.0,24.097278606302535,0,0,28.61720518568598
0,0,0,4,12.8964021055713,11.73700004201476,0,66,0,0,0,0,47,0,0,0,10.0,20.025833781716315,0,0,190.9456584333872
0,0,0,4,9.049068349385813,16.235046277916023,0,60,0,0,0,0,140,0,0,0,0.0,10.945428834257116,0,0,1056.9197090794323
0,0,2,10,5.133605476415998,12.76415226963982,0,32,0,0,0,0,585,0,0,0,0.0,15.98103614819815,0,0,461.0544515534597
0,1,1,12,5.14200909754055,8.021061181435181,0,15,10,0,0,0,206,0,0,24,29.0,5.023093637173865,0,0,1767.5420609729133
0,0,0,1,20.044914241567906,14.909985247540291,0,0,0,0,0,0,824,0,0,0,0.0,24.95782657045104,0,0,503.1224497756239
0,0,0,1,15.946974012336456,11.075150137505434,0,67,0,0,0,0,258,0,0,0,0.0,4.934597886339624,0,0,310.8075696782455
4,15,8,15,5.953549788373697,5.010341565912176,2,78,79,0,1,0,481,1,52,377,475.0,6.152712511791556,32,0,2631.2267174598496
0,0,0,0,22.937260795778894,15.886921763535758,0,67,0,0,0,0,810,0,0,0,0.0,12.065765212503656,0,0,99.6664153477071
0,0,0,3,8.948610928714613,14.814820993035584,0,57,0,0,0,0,138,0,0,0,12.0,8.872149647730973,0,0,46.665245388622495
0,0,0,5,6.055504682754168,12.864972900643718,0,32,0,0,0,0,583,0,0,0,0.0,17.08029303328206,0,0,247.31631324794
0,0,0,1,8.086315307298092,18.12792096150225,0,43,0,0,0,0,501,0,0,0,0.0,18.97560887797389,0,0,66.82703355337003
0,0,0,3,18.02704338710895,11.975753412050024,0,27,0,0,0,0,410,0,0,0,17.0,20.93302263184204,0,0,62.39566187989204
0,0,0,6,4.057423616923401,14.034173987942172,0,25,1,0,0,0,520,0,0,0,0.0,14.041528031394794,0,0,960.985983133008
0,0,0,2,8.048526749119533,18.143654313105728,0,25,0,0,0,0,503,0,0,0,6.0,17.755004487182493,0,0,672.9164928985999
0,0,0,0,10.983764797065357,18.942953224635925,0,60,0,0,0,0,291,0,0,0,0.0,13.068916402879688,0,0,743.1036276050428
0,1,3,20,5.842332024704615,8.915281872954798,1,68,7,0,0,0,210,1,0,4,3.0,3.982399979305845,0,0,800.6027266132039
0,0,0,3,15.025430592392324,8.058480298424856,0,27,2,0,0,0,400,0,0,4,7.0,17.098906500645448,0,0,134.47793221844688
0,3,0,13,12.986005605609414,2.935188491316421,0,93,16,0,0,0,415,0,16,396,407.0,9.1073654994316,0,0,855.85135507061
0,2,2,14,9.915166237303632,5.798094229866075,0,30,11,0,0,0,363,0,4,72,81.0,15.112564383643884,0,0,1663.3347172830397
0,0,2,8,12.091463068209944,11.13691798264197,0,17,0,0,0,0,196,0,0,0,0.0,2.009611782823053,0,0,85.0501887591527
0,0,0,9,11.004319075794822,11.974309965178184,0,62,0,0,0,0,106,0,0,0,2.0,3.913808600897605,0,0,148.1864417337938
0,0,0,0,15.04877845238168,23.10515719546436,0,9,0,0,0,0,267,0,0,0,11.0,17.930511589741823,0,0,139.13443103613238
0,0,0,2,7.975312492190811,17.866455893715322,0,25,0,0,0,0,683,0,0,0,0.0,17.890751862524397,0,0,81.9189978771507
0,0,0,5,15.925154859490688,9.749003622068528,0,27,1,0,0,0,412,0,0,0,0.0,19.855451456115464,0,0,88.26235284641088
0,1,0,15,10.02082093801414,6.1047652416788925,1,12,7,0,0,0,168,0,0,64,64.0,2.1178012433849736,4,0,2511.112420233173
0,0,1,1,8.875324009509578,18.015823714918188,0,59,0,0,0,0,617,0,0,0,5.0,20.01844855028976,0,0,194.6956077905717
0,0,0,7,14.981881950453973,14.044822865240944,0,62,0,0,0,0,256,0,0,0,0.0,5.020432184408883,0,0,75.19459933348328
0,0,0,3,15.144125638545022,17.842920554432176,0,70,0,0,0,0,255,0,0,0,0.0,8.052256726453855,0,0,185.07111979446245
